,0,1,2,3,4,5,6,7,8,9,10,11
0,98,72,57,51,50,43,40,40,69,50,151,83,69,45,57,94,
1,98,84,54,98,112,94,81,94,133,172,110,149,83,83,83,82,
2,153,113,147,147,102,102,177,150,98,87,100,84,110,112,112,112,
3,108,112,99,112,106,113,97,56,103,142,141,51,169,169,174,177,
4,118,142,146,142,173,174,103,141,169,167,45,138,138,174,147,177,
5,170,168,117,172,151,174,151,175,178,174,153,141,103,171,168,167,
6,177,153,136,174,141,174,177,121,146,147,146,146,48,174,177,153,
7,152,138,149,169,177,136,149,177,177,148,100,177,171,192,176,138,
8,177,147,117,149,88,193,44,133,178,53,192,100,173,116,111,142,
9,178,118,134,173,192,192,45,146,149,140,137,174,54,124,174,174,
10,129,178,171,164,177,152,113,174,177,171,140,190,174,177,190,192,
11,169,138,151,146,169,134,168,58,113,58,190,192,113,96,142,53,
12,145,122,53,113,114,135,137,172,50,111,169,174,147,99,172,110,
13,69,118,114,166,174,174,163,114,174,112,45,172,145,145,145,97,
14,143,56,177,174,139,40,42,149,143,117,169,58,167,69,111,166,
15,177,170,145,115,138,174,169,174,149,58,168,99,82,53,82,167,
16,148,111,169,146,115,148,58,171,141,169,151,58,147,145,140,164,
17,164,173,173,147,140,58,145,145,113,146,168,78,101,148,148,139,
18,120,148,146,148,108,143,148,148,173,140,171,111,68,110,145,68,
19,145,53,59,174,58,168,150,107,148,139,166,173,69,113,148,169,
20,150,133,150,129,173,170,139,58,139,193,120,152,102,138,109,165,
21,152,128,151,149,58,134,138,53,142,150,143,150,172,112,45,149,
22,99,172,152,152,114,122,80,134,138,143,151,113,141,166,165,104,
23,165,131,162,166,193,166,149,167,152,172,140,171,143,141,105,140,
24,113,67,148,149,140,171,139,170,119,172,147,75,170,165,166,135,
25,171,169,163,132,110,153,168,143,141,145,148,170,172,147,151,172,
26,171,171,174,138,154,169,171,171,151,166,117,131,141,152,67,102,
27,147,172,176,169,141,174,171,147,107,174,170,174,104,107,140,146,
28,145,172,173,99,174,120,176,176,153,192,66,176,141,147,136,165,
29,148,193,85,195,140,98,172,166,169,169,112,135,134,53,69,147,
30,195,176,191,192,168,175,170,174,147,107,148,145,169,170,174,146,
31,167,189,148,137,171,175,148,58,110,150,192,168,193,119,138,191,
32,192,147,192,141,81,140,108,129,175,69,172,170,189,175,176,144,
33,175,70,140,133,
